,alpha,beta,omega_ini,seuil_acc,user,cluster,id_user,nojour,tyrep,avecqui,repas,substitution,reponse,omega,epsilon
98,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B3B07D08>,8,10,5,diner,seul,"['pain', 'fromages affinés', 'yaourts et assimilés', 'fruits']","('fromages affinés', 'yaourts et assimilés')",False,0.5,0.9296000000000006
99,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B3B21688>,5,11,5,diner,accompagne,"['café', 'vin', 'pain', 'légumes feuilles', 'huile', 'fromage blanc et petits suisses', 'fromages affinés']","('fromages affinés', 'yaourts et assimilés')",False,0.5,0.9244000000000003
100,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B0079508>,5,7,6,petit-dejeuner,seul,"['café', 'pain']",(),False,0.5,0.9202000000000004
101,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B1CC8288>,3,8,6,petit-dejeuner,accompagne,"['café', 'chicorée et poudre maltée', 'pain']","('café', 'chicorée et poudre maltée')",False,0.5,0.9160000000000004
102,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B1CCA648>,8,9,6,petit-dejeuner,seul,"['café', 'jus de fruits (purs et à base  de concentré)', 'pain', 'beurre']","('beurre', 'huile')",False,0.5,0.9252000000000007
103,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B3B07D08>,8,10,6,petit-dejeuner,accompagne,"['eau de source', 'eau du robinet', 'eau minérale plate', 'jus de fruits (purs et à base  de concentré)', 'pain', 'autre lait', 'lait en bouteille ou en brique', 'confiture et miel', 'sucre et assimilés']","('sucre et assimilés', 'confiture et miel')",True,0.5,0.9252000000000007
104,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B3B21688>,5,11,6,petit-dejeuner,seul,"['chicorée et poudre maltée', 'thé et infusions', 'beurre', 'fruits', 'sucre et assimilés']","('beurre', 'margarine')",False,0.5,0.9202000000000004
105,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B0079508>,5,7,6,dejeuner,accompagne,"['vin', 'sauces', 'pain', 'pommes de terre et apparentés', 'pâtes alimentaires', 'beurre', 'huile', 'fromages affinés', 'fromages fondus', 'fruits', 'glaces', 'pâtisseries et tartes']","('pâtisseries et tartes', 'fruits')",True,0.5,0.9160000000000004
106,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B1CC8288>,3,8,6,dejeuner,seul,"['eau minérale plate', 'vin', 'pain', 'riz', 'légumes feuilles', 'poissons de mer', 'fruits', 'gâteaux']","('gâteaux', 'fruits')",True,0.5,0.9118000000000004
107,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B1CCA648>,8,9,6,dejeuner,accompagne,"['eau du robinet', 'jus de fruits (purs et à base  de concentré)', 'vin', 'haricots verts et petits pois (légumes potagers)', 'légumes fruits', 'saucisses, saucissons, andouilles et boudins', 'fromages affinés']","('saucisses, saucissons, andouilles et boudins', 'volailles et lapins')",True,0.5,0.9208000000000007
108,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B3B07D08>,8,10,6,dejeuner,seul,"['pain', 'pommes de terre et apparentés', 'beurre', 'huile', 'margarine', 'fromages affinés']","('fromages affinés', 'yaourts et assimilés')",True,0.5,0.9208000000000007
109,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B3B21688>,5,11,6,dejeuner,seul,"['vin', 'pain', 'champignons', 'légumes racines, tubercules ou bulbes', 'pâtisseries et tartes']","('pâtisseries et tartes', 'fruits')",True,0.5,0.9160000000000004
110,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B0079508>,5,7,6,gouter,accompagne,"['café', 'thé et infusions', 'eau du robinet']","('café', 'thé et infusions')",False,0.5,0.9118000000000004
111,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B1CC8288>,3,8,6,gouter,seul,"['confiture et miel', 'sucre et assimilés']",(),False,0.5,0.9118000000000004
112,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B1CCA648>,8,9,6,gouter,accompagne,"['eau du robinet', 'plats à base de pâtes ou de pommes de terre', 'lait en bouteille ou en brique']",(),False,0.5,0.9208000000000007
113,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B3B07D08>,8,10,6,gouter,seul,"['café', 'thé et infusions', 'biscuits sucrés', 'céréales sucrées, glacées ou au miel']","('biscuits sucrés', 'fruits')",True,0.5,0.9164000000000008
114,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B3B21688>,5,11,6,gouter,accompagne,"['café', 'thé et infusions']","('café', 'thé et infusions')",False,0.5,0.9118000000000004
115,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B0079508>,5,7,6,diner,seul,"['blé', 'pommes de terre et apparentés', 'feuilletés et friands', 'crème fraîche', 'fromages affinés', 'fruits', 'confiture et miel', 'sucre et assimilés']","('fromages affinés', 'yaourts et assimilés')",False,0.5,0.9076000000000004
116,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B1CC8288>,3,8,6,diner,seul,"['sauces', 'huile', 'potages et soupes', 'fromages affinés', 'chocolat en tablettes', 'entremets', 'fruits']","('chocolat en tablettes', 'fruits')",True,0.5,0.9076000000000004
117,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B1CCA648>,8,9,6,diner,accompagne,"['thé et infusions', 'pain', 'légumes feuilles', 'légumes fruits', 'beurre', 'huile', 'crustacés', 'pâtés, terrines, rillettes et foie gras', 'potages et soupes']","('beurre', 'huile')",True,0.5,0.9164000000000008
118,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B3B07D08>,8,10,6,diner,seul,"['yaourts et assimilés', 'confiture et miel']",(),False,0.5,0.9164000000000008
119,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B3B21688>,5,11,6,diner,accompagne,"['vin', 'huile', 'fruits']",(),False,0.5,0.9118000000000004
120,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B0079508>,5,7,7,petit-dejeuner,accompagne,"['café', 'pain']",(),False,0.5,0.9076000000000004
121,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B1CC8288>,3,8,7,petit-dejeuner,accompagne,"['café', 'jus de fruits (purs et à base  de concentré)', 'lait en bouteille ou en brique', 'confiture et miel', 'sucre et assimilés']","('sucre et assimilés', 'confiture et miel')",False,0.5,0.9034000000000004
122,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B1CCA648>,8,9,7,petit-dejeuner,accompagne,"['café', 'lait en bouteille ou en brique']","('café', 'thé et infusions')",False,0.5,0.9120000000000008
123,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B3B07D08>,8,10,7,petit-dejeuner,seul,"['pain', 'confiture et miel']",(),False,0.5,0.9164000000000008
124,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B3B21688>,5,11,7,petit-dejeuner,seul,"['jus de fruits (purs et à base  de concentré)', 'pain']",(),False,0.5,0.9118000000000004
125,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B0079508>,5,7,7,dejeuner,accompagne,"['eau de source', 'pain', 'légumes feuilles', 'beurre', 'huile', 'jambons et charcuteries en pièces', 'poissons de mer', 'pâtés, terrines, rillettes et foie gras', 'saucisses, saucissons, andouilles et boudins']","('beurre', 'huile')",True,0.5,0.9034000000000004
126,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B1CC8288>,3,8,7,dejeuner,seul,"['eau du robinet', 'pain', 'pâtes alimentaires', 'sucre et assimilés']",(),False,0.5,0.9034000000000004
127,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B1CCA648>,8,9,7,dejeuner,seul,"['pain', 'pommes de terre et apparentés', 'légumes feuilles', 'beurre', 'margarine', 'jambons et charcuteries en pièces', 'volailles et lapins', 'fromages affinés']","('beurre', 'huile')",False,0.5,0.9076000000000009
128,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B3B07D08>,8,10,7,dejeuner,seul,"['légumes feuilles', 'légumes fruits', 'légumes racines, tubercules ou bulbes', 'beurre', 'agneau', 'volailles et lapins', 'sucre et assimilés']","('beurre', 'huile')",False,0.5,0.9120000000000008
129,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B3B21688>,5,11,7,dejeuner,seul,"['eau de source', 'eau du robinet', 'sodas et colas', ""condiments d'assaisonnement"", 'herbes aromatiques', 'sauces', 'pommes de terre et apparentés', 'légumes fruits', 'abats', 'porc', 'fruits']","(""condiments d'assaisonnement"", 'sauces')",False,0.5,0.9076000000000004
130,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B0079508>,5,7,7,gouter,seul,"['café', 'thé et infusions']","('thé et infusions', 'café')",False,0.5,0.8992000000000004
131,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B1CC8288>,3,8,7,gouter,seul,"['eau de source', 'jus de fruits (purs et à base  de concentré)']",(),False,0.5,0.9034000000000004
132,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B1CCA648>,8,9,7,gouter,seul,['aliments destinés à une alimentation particulière'],(),False,0.5,0.9076000000000009
133,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B3B07D08>,8,10,7,gouter,accompagne,"['aliments destinés à une alimentation particulière', 'fromages affinés', 'lait en bouteille ou en brique']","('fromages affinés', 'lait en bouteille ou en brique')",True,0.5,0.9076000000000009
134,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B3B21688>,5,11,7,gouter,accompagne,['gâteaux'],"('gâteaux', 'fruits')",False,0.5,0.9034000000000004
135,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B0079508>,5,7,7,diner,seul,"['eau minérale plate', 'blé', 'pain', 'légumes feuilles', 'jambons et charcuteries en pièces', 'fruits']","('jambons et charcuteries en pièces', 'oeufs et dérivés')",False,0.5,0.8950000000000005
136,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B1CC8288>,3,8,7,diner,seul,"['thé et infusions', 'eau du robinet', 'pommes de terre et apparentés', 'fruits', 'viennoiserie']","('viennoiserie', 'fruits')",True,0.5,0.8992000000000004
137,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B1CCA648>,8,9,7,diner,accompagne,"['eau du robinet', 'vin', 'yaourts et assimilés', 'crème dessert et lait gélifié', 'fruits']",(),False,0.5,0.9076000000000009
138,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B3B07D08>,8,10,7,diner,seul,"['autre eau', 'eau minérale gazeuse', 'autres céréales', 'pain', 'légumes feuilles', 'légumes fruits', 'mélanges de légumes, légumes préparés et autres légumes', 'beurre', 'huile', 'margarine', 'fruits secs et châtaignes', 'poissons de mer', 'confiture et miel', 'sucre et assimilés']","('beurre', 'huile')",True,0.5,0.9032000000000009
139,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B3B21688>,5,11,7,diner,seul,"['vin', 'pain', 'champignons', 'légumes feuilles', 'beurre', 'yaourts et assimilés', 'entremets', 'fruits', 'pâtisseries et tartes']",(),False,0.5,0.9034000000000004
140,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B0079508>,5,7,8,petit-dejeuner,seul,"['pain', 'beurre']","('beurre', 'margarine')",False,0.5,0.8908000000000005
141,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B1CC8288>,3,8,8,petit-dejeuner,seul,"['café', 'thé et infusions', 'pain', 'margarine', 'autres céréales pour petit déjeuner', 'confiture et miel']","('autres céréales pour petit déjeuner', 'fruits')",True,0.5,0.8950000000000005
142,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B1CCA648>,8,9,8,petit-dejeuner,accompagne,"['eau minérale plate', 'beurre', 'confiture et miel']",(),False,0.5,0.9076000000000009
143,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B3B07D08>,8,10,8,petit-dejeuner,seul,"['café', 'eau minérale plate', 'eau du robinet', 'pain', 'confiture et miel']",(),False,0.5,0.9032000000000009
144,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B3B21688>,5,11,8,petit-dejeuner,seul,"['café', 'pain', 'confiture et miel']",(),False,0.5,0.9034000000000004
145,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B0079508>,5,7,8,dejeuner,seul,"['café', 'vin', 'sauces', 'pain', 'pommes de terre et apparentés', 'légumes fruits', 'huile', 'jambons et charcuteries en pièces', 'légumes secs', 'pâtés, terrines, rillettes et foie gras', 'fromages affinés', 'fromages frais non affinés']","('fromages affinés', 'yaourts et assimilés')",False,0.5,0.8866000000000005
146,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B1CC8288>,3,8,8,dejeuner,accompagne,"['vin', 'pain', 'saucisses, saucissons, andouilles et boudins', 'yaourts et assimilés', 'fruits']","('saucisses, saucissons, andouilles et boudins', 'volailles et lapins')",True,0.5,0.8908000000000005
147,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B1CCA648>,8,9,8,dejeuner,accompagne,"['vin', 'légumes tiges', 'haricots verts et petits pois (légumes potagers)', 'légumes fruits', 'huile', 'mollusques et coquillage', 'fromages affinés', 'yaourts et assimilés', 'fruits']","('fromages affinés', 'yaourts et assimilés')",True,0.5,0.9032000000000009
148,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B3B07D08>,8,10,8,dejeuner,seul,"['café', 'sauces', 'légumes feuilles', 'huile', 'crustacés', 'autres fromages ou fromage sans précision', 'fromages affinés', 'yaourts et assimilés', 'chocolat en tablettes', 'sucre et assimilés']","('chocolat en tablettes', 'fruits')",True,0.5,0.8988000000000009
149,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B3B21688>,5,11,8,dejeuner,seul,"['eau minérale gazeuse', 'haricots verts et petits pois (légumes potagers)', 'légumes feuilles', 'fruits']","('fruits', 'fruits au sirop')",False,0.5,0.8992000000000004
150,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B0079508>,5,7,8,gouter,seul,['vin'],"('vin', 'eau du robinet')",True,0.5,0.8824000000000005
151,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B1CC8288>,3,8,8,gouter,accompagne,"['biscuits sucrés', 'pâtisseries et tartes', 'sucre et assimilés']","('biscuits sucrés', 'fruits')",False,0.5,0.8866000000000005
152,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B1CCA648>,8,9,8,gouter,seul,['pain'],(),False,0.5,0.9032000000000009
153,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B3B07D08>,8,10,8,gouter,accompagne,"['jus de fruits (purs et à base  de concentré)', 'lait en bouteille ou en brique', 'fruits']",(),False,0.5,0.8988000000000009
154,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B3B21688>,5,11,8,gouter,seul,['eau minérale plate'],"('eau minérale plate', 'autre eau')",False,0.5,0.8950000000000005
155,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B0079508>,5,7,8,diner,seul,"['pain', 'pommes de terre et apparentés', 'pâtes alimentaires', 'légumes feuilles', 'huile', 'plats à base de légumes', 'potages et soupes', 'chocolat en tablettes', 'crème dessert et lait gélifié', 'fruits']","('chocolat en tablettes', 'fruits')",True,0.5,0.8782000000000005
156,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B1CC8288>,3,8,8,diner,accompagne,"['thé et infusions', 'pain', 'margarine', 'potages et soupes', 'fromages affinés', 'biscuits sucrés', 'pâte chocolatée à tartiner', 'entremets']","('fromages affinés', 'yaourts et assimilés')",False,0.5,0.8824000000000005
157,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B1CCA648>,8,9,8,diner,seul,"['eau minérale plate', 'légumes racines, tubercules ou bulbes', 'légumes feuilles']","('légumes racines, tubercules ou bulbes', 'légumes feuilles')",True,0.5,0.8988000000000009
158,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B3B07D08>,8,10,8,diner,accompagne,"['eau de source', 'eau minérale gazeuse', ""condiments d'accompagnement"", 'huile', 'yaourts et assimilés']","(""condiments d'accompagnement"", 'sauces')",True,0.5,0.894400000000001
159,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B3B21688>,5,11,8,diner,accompagne,"['café', 'pommes de terre et apparentés', 'volailles et lapins', 'fruits']","('café', 'thé et infusions')",False,0.5,0.8908000000000005
160,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B0079508>,5,7,9,petit-dejeuner,seul,"['aliments destinés à une alimentation particulière', 'café', 'thé et infusions', 'yaourts et assimilés']","('café', 'thé et infusions')",False,0.5,0.8740000000000006
161,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B1CC8288>,3,8,9,petit-dejeuner,seul,"['café', 'beurre', 'lait en bouteille ou en brique', 'sucre et assimilés']","('sucre et assimilés', 'confiture et miel')",False,0.5,0.8782000000000005
162,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B1CCA648>,8,9,9,petit-dejeuner,accompagne,"['cacao, poudres et boissons cacaotées', 'café', 'thé et infusions', 'pain', 'beurre', 'lait en bouteille ou en brique', 'compotes']",(),False,0.5,0.8988000000000009
163,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B3B07D08>,8,10,9,petit-dejeuner,seul,"['aliments destinés à une alimentation particulière', 'margarine', 'lait en bouteille ou en brique', 'céréales chocolatées', 'céréales sucrées, glacées ou au miel']","('céréales chocolatées', 'fruits')",True,0.5,0.890000000000001
164,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B3B21688>,5,11,9,petit-dejeuner,seul,"['chicorée et poudre maltée', 'thé et infusions', 'pain', 'beurre', 'margarine', 'confiture et miel']","('beurre', 'margarine')",False,0.5,0.8866000000000005
165,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B0079508>,5,7,9,dejeuner,seul,"['vin', 'eau de source', 'eau du robinet', 'pain', 'riz', 'légumes racines, tubercules ou bulbes', 'jambons et charcuteries en pièces', 'fruits']",(),False,0.5,0.8740000000000006
166,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B1CC8288>,3,8,9,dejeuner,accompagne,"['vin', 'pâtes alimentaires', 'légumes feuilles', 'potages et soupes']","('potages et soupes', 'garnitures composées')",False,0.5,0.8740000000000006
167,1.01,1.005,0.5,0.8,<__main__.VirtualUser object at 0x00000283B1CCA648>,8,9,9,dejeuner,accompagne,"['autre eau', 'pommes de terre et apparentés', 'légumes fruits', 'crustacés', 'veau', 'crème dessert et lait gélifié']","('crème dessert et lait gélifié', 'fruits')",True,0.5,0.894400000000001
